judge_score,tp,fp,fn,justification,main_category,nct_id
4,14.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists. The only deviation is the representation of the ≤ symbol as a Unicode escape (""\u2264""), which is a minor formatting issue but does not affect the meaning.",,NCT01753440
5,7.0,0.0,0.0,"All seven inclusion criteria from the original text are present, correctly worded, and no extra or missing items are found. No hallucinations, distortions, or formatting problems are evident.",,NCT00423592
5,4.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were introduced. Formatting of the extracted lists is appropriate.",,NCT02123810
5,10.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with accurate wording and no added or missing items. No logical distortions, hallucinations, or formatting problems are observed.",,NCT03539627
5,15.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all criteria from the raw eligibility text with exact wording and no additional or missing items. No hallucinations, omissions, or logical distortions are present. Formatting is appropriate for JSON arrays.",,NCT05171686
2,0.0,2.0,1.0,"The extracted inclusion criteria are split into two malformed strings and omit the critical '≥' symbol before the age, altering the meaning of the age requirement. This constitutes a logical distortion and a formatting error. No complete, correct criterion is captured (tp=0), both fragments are incorrect (fp=2), and the original single criterion is effectively missed (fn=1).",Distortion,NCT00616369
5,12.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT01113866
5,9.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT05905627
4,15.0,0.0,0.0,"All 6 inclusion criteria and 9 exclusion criteria from the raw text are present in the extracted lists with equivalent meaning. The only deviation is the use of ASCII symbols (>=, <=) and escaped quotation marks, which is a minor formatting issue but does not affect content accuracy.",,NCT00129805
4,9.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present in the extracted lists. The only issue is a minor formatting problem: the inclusion criteria that involve multiple sub‑criteria (echocardiography findings) are merged into a single long string instead of separate list items. No criteria are omitted, added, or altered.",,NCT00688571
2,10.0,0.0,0.0,"All original criteria are present in the extracted lists, but the first inclusion criterion lost the ""≤"" sign (it reads ""1000g birth weight<1500g"" instead of ""1000g≤ birth weight<1500g"") and includes an unnecessary newline. This omission of the inequality changes the logical meaning, constituting a logical distortion. No criteria are missing or added, so there are no omissions or hallucinations.",Distortion,NCT04283799
2,15.0,1.0,0.0,"All original criteria are present, but the second inclusion criterion incorrectly states LVEF >= 35% instead of <= 35%, which is a logical distortion. Minor formatting issues (escaped quotes and use of "">="" instead of the original ""≥"") are present but do not affect content. No criteria are omitted or hallucinated.",Distortion,NCT01983293
5,3.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting errors.",,NCT00382421
5,16.0,0.0,0.0,"The extracted inclusion criteria exactly match the four items in the raw text with no omissions, hallucinations, or distortions. The extracted exclusion criteria contain all twelve items from the raw list; the only difference is the correction of a typographical error ('Tupe' to 'Type'), which does not constitute a hallucination or distortion. No extra items are present. Therefore the extraction is perfect.",,NCT03445884
2,20.0,1.0,1.0,"All inclusion criteria are captured; only minor formatting issues (extra quote) are present. Exclusion criteria list includes every original item, but the last criterion is incorrectly rendered as ""Contraindients"" instead of ""Contraindications"", which is a logical distortion of the original text. No criteria are omitted or hallucinated. The presence of this distortion lowers the overall score to 2 (major omission or logical distortion).",Distortion,NCT00558584
3,5.0,0.0,0.0,"All five inclusion criteria are present, but each bullet omits essential quantitative qualifiers: the first bullet lacks the required ""≥ 18 yrs"" age condition, the second bullet omits the ""≥"" before 75, the fourth bullet omits the ""≤"" before 40%, and tab characters are inserted unnecessarily. These are minor omissions rather than added or missing whole criteria.",Omission,NCT00412984
4,11.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all criteria that remain after protocol amendments and do not include any removed or nonexistent items. The only issue is a minor formatting inconsistency in the Age criterion (extra quotation marks). No omissions, hallucinations, or logical distortions are present.",,NCT00400257
2,24.0,2.0,2.0,"The exclusion criteria are fully and accurately captured. In the inclusion criteria, two items are logically distorted: the LVEF threshold is reversed (extracted as >=40% instead of <=40%) and the NT-proBNP limits are reversed (extracted as >= values instead of <=). These distortions constitute major logical errors, resulting in two false positives and two false negatives. No criteria are omitted or hallucinated.",Distortion,NCT05949801
2,13.0,0.0,3.0,"All overall inclusion and exclusion criteria are present and accurate; the BMI entry uses escaped characters and quotes, which is a minor formatting issue. However, the three key inclusion criteria for the glycemic sub‑studies (Insulin +/- Metformin, Sulfonylurea monotherapy, Metformin + SU) are completely omitted, representing a major omission.",Omission,NCT01986881
5,13.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, correctly worded, and no additional or missing items were introduced. No logical distortions or formatting errors were detected.",,NCT03770130
5,10.0,0.0,0.0,"All inclusion and exclusion criteria are captured accurately with no missing, extra, or altered items. Minor punctuation differences do not affect content fidelity.",,NCT03919734
5,17.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with exact wording and no additional or missing items. No logical distortions, hallucinations, or formatting problems were identified.",,NCT04607551
4,5.0,0.0,0.0,"All original criteria are present with correct meaning. The only issue is a minor formatting error in the second inclusion criterion where extra quotation marks and a different symbol ("">="" instead of ""≥"") are used. No omissions, hallucinations, or logical distortions are observed.",,NCT02097602
5,4.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items are found. No formatting or logical issues detected.",,NCT05062395
5,8.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT04950244
5,3.0,0.0,0.0,"The extracted inclusion criteria exactly match the three bullet points in the raw eligibility text, and no exclusion criteria were present in either source. There are no omissions, hallucinations, or distortions.",,NCT06013709
